Physician_ID,Cnt_Fraud_Engagement,Cnt_Fraud_Engagement_Rate
PHY336233,6,0.0
PHY321519,6,0.0
PHY426349,6,0.0
PHY340459,6,0.0
PHY427031,6,0.0
PHY417926,6,0.0
PHY400977,6,0.0
PHY379539,6,0.0
PHY378200,6,0.0
PHY377000,6,0.0
PHY369841,6,0.0
PHY352435,6,0.0
PHY322027,6,0.0
PHY381134,6,0.0
PHY334614,6,0.0
PHY420737,6,0.0
PHY363598,6,0.0
PHY324256,6,0.0
PHY389370,6,0.0
PHY322269,6,0.0
PHY404329,6,0.0
PHY431461,6,0.0
PHY424564,6,0.0
PHY314867,6,0.0
PHY325192,6,0.0
PHY312940,6,0.0
PHY369318,6,0.0
PHY317657,6,0.0
PHY339819,6,0.0
PHY330235,6,0.0
PHY343423,6,0.0
PHY397167,6,0.0
PHY392630,6,0.0
PHY323160,6,0.0
PHY359856,6,0.0
PHY363804,6,0.0
PHY368936,6,0.0
PHY364401,6,0.0
PHY368605,6,0.0
PHY413235,6,0.0
PHY315569,6,0.0
PHY404271,6,0.0
PHY365582,6,0.0
PHY352127,6,0.0
PHY376278,6,0.0
PHY336419,6,0.0
PHY406314,6,0.0
PHY403762,6,0.0
PHY433819,6,0.0
PHY382986,6,0.0
PHY360983,6,0.0
PHY412726,6,0.0
PHY333615,6,0.0
PHY363812,6,0.0
PHY320785,6,0.0
PHY342078,6,0.0
PHY370163,6,0.0
PHY363865,6,0.0
PHY313161,6,0.0
PHY431721,6,0.0
PHY342831,6,0.0
PHY381897,6,0.0
PHY332922,6,0.0
PHY365493,6,0.0
PHY428224,6,0.0
PHY341729,6,0.0
PHY356453,6,0.0
PHY321107,6,0.0
PHY314842,6,0.0
PHY428393,6,0.0
PHY381139,6,0.0
PHY329524,6,0.0
PHY428920,6,0.0
PHY378997,6,0.0
PHY313260,6,0.0
PHY315526,6,0.0
PHY396870,6,0.0
PHY421201,6,0.0
PHY421534,6,0.0
PHY372061,6,0.0
PHY378377,6,0.0
PHY424261,6,0.0
PHY348693,6,0.0
PHY329501,6,0.0
PHY375229,6,0.0
PHY371637,6,0.0
PHY377075,6,0.0
PHY350800,6,0.0
PHY372520,6,0.0
PHY374755,6,0.0
PHY374142,6,0.0
PHY421335,6,0.0
PHY390432,6,0.0
PHY419555,6,0.0
PHY331234,6,0.0
PHY351547,6,0.0
PHY406527,6,0.0
PHY311655,6,0.0
PHY380928,6,0.0
PHY410288,6,0.0
PHY323739,6,0.0
PHY387282,6,0.0
PHY319821,6,0.0
PHY421608,6,0.0
PHY357466,6,0.0
PHY420693,6,0.0
PHY402993,6,0.0
PHY417485,6,0.0
PHY416713,6,0.0
PHY320889,6,0.0
PHY405202,6,0.0
PHY386454,6,0.0
PHY407709,6,0.0
PHY408560,6,0.0
PHY391275,6,0.0
PHY401605,6,0.0
PHY403724,6,0.0
PHY376505,6,0.0
PHY331640,6,0.0
PHY355300,6,0.0
PHY316862,6,0.0
PHY317119,6,0.0
PHY312701,6,0.0
PHY339003,6,0.0
PHY407244,6,0.0
PHY415413,6,0.0
PHY349227,6,0.0
PHY320590,6,0.0
PHY417771,6,0.0
PHY397936,6,0.0
PHY425301,6,0.0
PHY402960,6,0.0
PHY365979,6,0.0
PHY420994,6,0.0
PHY432863,6,0.0
PHY410501,6,0.0
PHY316024,6,0.0
PHY416800,6,0.0
PHY335300,6,0.0
PHY403624,6,0.0
PHY341724,6,0.0
PHY347235,6,0.0
PHY409335,6,0.0
PHY387926,6,0.0
PHY362628,6,0.0
PHY399567,6,0.0
PHY319883,6,0.0
PHY375767,6,0.0
PHY316620,6,0.0
PHY418806,6,0.0
PHY357451,6,0.0
PHY424790,6,0.0
PHY425178,6,0.0
PHY372207,6,0.0
PHY353527,6,0.0
PHY376807,6,0.0
PHY400650,6,0.0
PHY346678,6,0.0
PHY396362,6,0.0
PHY390601,6,0.0
PHY366874,6,0.0
PHY317307,6,0.0
PHY311084,6,0.0
PHY379497,6,0.0
PHY364102,6,0.0
PHY357883,6,0.0
PHY319515,6,0.0
PHY349666,6,0.0
PHY341154,6,0.0
PHY373949,6,0.0
PHY432436,6,0.0
PHY378451,6,0.0
PHY404350,6,0.0
PHY322272,6,0.0
PHY406184,6,0.0
PHY341874,6,0.0
PHY412911,6,0.0
PHY420577,6,0.0
PHY384879,6,0.0
PHY356696,6,0.0
PHY425485,6,0.0
PHY356603,6,0.0
PHY397165,6,0.0
PHY428170,6,0.0
PHY404851,6,0.0
PHY348176,6,0.0
PHY330998,6,0.0
PHY353662,6,0.0
PHY407581,6,0.0
PHY408733,6,0.0
PHY408209,6,0.0
PHY340132,6,0.0
PHY407065,6,0.0
PHY411509,6,0.0
PHY338687,6,0.0
PHY410768,6,0.0
PHY375081,6,0.0
PHY341457,6,0.0
PHY415804,6,0.0
PHY321888,6,0.0
PHY332997,6,0.0
PHY381535,6,0.0
PHY373248,6,0.0
PHY420705,6,0.0
PHY335942,6,0.0
PHY429085,6,0.0
PHY346222,6,0.0
PHY419139,6,0.0
PHY396899,6,0.0
PHY398221,6,0.0
PHY390891,6,0.0
PHY414324,6,0.0
PHY325340,6,0.0
PHY357667,6,0.0
PHY402639,6,0.0
PHY333268,6,0.0
PHY358979,6,0.0
PHY383577,6,0.0
PHY422253,6,0.0
PHY401561,6,0.0
PHY316111,6,0.0
PHY319525,6,0.0
PHY317491,6,0.0
PHY342580,6,0.0
PHY425694,6,0.0
PHY371548,6,0.0
PHY344815,6,0.0
PHY352008,6,0.0
PHY369498,6,0.0
PHY326665,6,0.0
PHY329037,6,0.0
PHY386926,6,0.0
PHY394743,6,0.0
PHY405230,6,0.0
PHY356438,6,0.0
PHY349621,6,0.0
PHY419091,6,0.0
PHY385977,6,0.0
PHY423296,6,0.0
PHY334048,6,0.0
PHY381843,6,0.0
PHY333554,6,0.0
PHY406124,6,0.0
PHY325407,6,0.0
PHY384783,6,0.0
PHY432484,6,0.0
PHY350819,6,0.0
PHY321822,6,0.0
PHY340721,6,0.0
PHY429403,6,0.0
PHY399437,6,0.0
PHY382857,6,0.0
PHY386475,6,0.0
PHY392467,6,0.0
PHY349654,6,0.0
PHY336385,6,0.0
PHY426418,6,0.0
PHY429717,6,0.0
PHY344505,6,0.0
PHY328145,6,0.0
PHY431847,6,0.0
PHY425621,6,0.0
PHY433162,6,0.0
PHY330496,6,0.0
PHY386236,6,0.0
PHY320543,6,0.0
PHY330097,6,0.0
PHY357788,6,0.0
PHY362323,6,0.0
PHY381175,6,0.0
PHY313674,6,0.0
PHY384640,6,0.0
PHY423121,6,0.0
PHY352803,6,0.0
PHY363288,6,0.0
PHY334553,6,0.0
PHY425763,6,0.0
PHY360153,6,0.0
PHY347835,6,0.0
PHY430528,6,0.0
PHY352161,6,0.0
PHY335499,6,0.0
PHY320697,6,0.0
PHY317132,6,0.0
PHY410601,6,0.0
PHY330802,6,0.0
PHY334978,6,0.0
PHY352272,6,0.0
PHY430094,6,0.0
PHY315482,6,0.0
PHY414611,6,0.0
PHY336413,6,0.0
PHY311323,6,0.0
PHY359765,6,0.0
PHY339538,6,0.0
PHY431885,6,0.0
PHY319041,6,0.0
PHY352860,6,0.0
PHY394168,6,0.0
PHY430998,6,0.0
PHY318369,6,0.0
PHY374817,6,0.0
PHY408981,6,0.0
PHY319760,6,0.0
PHY328691,6,0.0
PHY318046,6,0.0
PHY337224,6,0.0
PHY424799,6,0.0
PHY427498,6,0.0
PHY364037,6,0.0
PHY384487,6,0.0
PHY341825,6,0.0
PHY334444,6,0.0
PHY334492,6,0.0
PHY393647,6,0.0
PHY313625,6,0.0
PHY313289,6,0.0
PHY321659,6,0.0
PHY425623,6,0.0
PHY356373,6,0.0
PHY400568,6,0.0
PHY361315,6,0.0
PHY324261,6,0.0
PHY347734,6,0.0
PHY348847,6,0.0
PHY365232,6,0.0
PHY425490,6,0.0
PHY325108,6,0.0
PHY393516,6,0.0
PHY334615,6,0.0
PHY374510,6,0.0
PHY344888,6,0.0
PHY402370,6,0.0
PHY346861,6,0.0
PHY342219,6,0.0
PHY416047,6,0.0
PHY393325,6,0.0
PHY394323,6,0.0
PHY384184,6,0.0
PHY333864,6,0.0
PHY327218,6,0.0
PHY403028,6,0.0
PHY426756,6,0.0
PHY393929,6,0.0
PHY329397,6,0.0
PHY319507,6,0.0
PHY416205,6,0.0
PHY342091,6,0.0
PHY338723,6,0.0
PHY340979,6,0.0
PHY409263,6,0.0
PHY354505,6,0.0
PHY326557,6,0.0
PHY385516,6,0.0
PHY311630,6,0.0
PHY321601,6,0.0
PHY376425,6,0.0
PHY347220,6,0.0
PHY363404,6,0.0
PHY381244,6,0.0
PHY362030,6,0.0
PHY385527,6,0.0
PHY414012,6,0.0
PHY323033,6,0.0
PHY398570,6,0.0
PHY312086,6,0.0
PHY319769,6,0.0
PHY314770,6,0.0
PHY334385,6,0.0
PHY403121,6,0.0
PHY311348,6,0.0
PHY378292,6,0.0
PHY371680,6,0.0
PHY348381,6,0.0
PHY421195,6,0.0
PHY394248,6,0.0
PHY427463,6,0.0
PHY420866,6,0.0
PHY409795,6,0.0
PHY430981,6,0.0
PHY426408,6,0.0
PHY415615,6,0.0
PHY414449,6,0.0
PHY397791,6,0.0
PHY419636,6,0.0
PHY394322,6,0.0
PHY323204,6,0.0
PHY333873,6,0.0
PHY319407,6,0.0
PHY353894,6,0.0
PHY413828,6,0.0
PHY420959,6,0.0
PHY377379,6,0.0
PHY392258,6,0.0
PHY377947,6,0.0
PHY410154,6,0.0
PHY350032,6,0.0
PHY367964,6,0.0
PHY353950,6,0.0
PHY325592,6,0.0
PHY357144,6,0.0
PHY340108,6,0.0
PHY316776,6,0.0
PHY408969,6,0.0
PHY403619,6,0.0
PHY322524,6,0.0
PHY412464,6,0.0
PHY401553,6,0.0
PHY337746,6,0.0
PHY362868,6,0.0
PHY379645,6,0.0
PHY323672,6,0.0
PHY325823,6,0.0
PHY360428,6,0.0
PHY345653,6,0.0
PHY322924,6,0.0
PHY324750,6,0.0
PHY387415,6,0.0
PHY413090,6,0.0
PHY330573,6,0.0
PHY333956,6,0.0
PHY403841,6,0.0
PHY398975,6,0.0
PHY430156,6,0.0
PHY399810,6,0.0
PHY319256,6,0.0
PHY365115,6,0.0
PHY367254,6,0.0
PHY350550,6,0.0
PHY378213,6,0.0
PHY331389,6,0.0
PHY396266,6,0.0
PHY339304,6,0.0
PHY385000,6,0.0
PHY396291,6,0.0
PHY341170,6,0.0
PHY334188,6,0.0
PHY422845,6,0.0
PHY311620,6,0.0
PHY320333,6,0.0
PHY430725,6,0.0
PHY352163,6,0.0
PHY366403,6,0.0
PHY385550,6,0.0
PHY353283,6,0.0
PHY375036,6,0.0
PHY316606,6,0.0
PHY386339,6,0.0
PHY386254,6,0.0
PHY390582,6,0.0
PHY424338,6,0.0
PHY328906,6,0.0
PHY326948,6,0.0
PHY343472,6,0.0
PHY350389,6,0.0
PHY321343,6,0.0
PHY375420,6,0.0
PHY363059,6,0.0
PHY412905,6,0.0
PHY418539,6,0.0
PHY328980,6,0.0
PHY404749,6,0.0
PHY368955,6,0.0
PHY397448,6,0.0
PHY415921,6,0.0
PHY409215,6,0.0
PHY428031,6,0.0
PHY388440,6,0.0
PHY358196,6,0.0
PHY421559,6,0.0
PHY428931,6,0.0
PHY411812,6,0.0
PHY409069,6,0.0
PHY419378,6,0.0
PHY407003,6,0.0
PHY381316,6,0.0
PHY352701,6,0.0
PHY423018,6,0.0
PHY432132,6,0.0
PHY369358,6,0.0
PHY334597,6,0.0
PHY380443,6,0.0
PHY315634,6,0.0
PHY429515,6,0.0
PHY393857,6,0.0
PHY396653,6,0.0
PHY369384,6,0.0
PHY313319,6,0.0
PHY404790,6,0.0
PHY401159,6,0.0
PHY417701,6,0.0
PHY379234,6,0.0
PHY372396,6,0.0
PHY380478,6,0.0
PHY351089,6,0.0
PHY321707,6,0.0
PHY347513,6,0.0
PHY385098,6,0.0
PHY412897,6,0.0
PHY315282,6,0.0
PHY392386,6,0.0
PHY344215,6,0.0
PHY313062,6,0.0
PHY418692,6,0.0
PHY426893,6,0.0
PHY327849,6,0.0
PHY393205,6,0.0
PHY399679,6,0.0
PHY343181,6,0.0
PHY386827,6,0.0
PHY427101,6,0.0
PHY352144,6,0.0
PHY362417,6,0.0
PHY362203,6,0.0
PHY353246,6,0.0
PHY376956,6,0.0
PHY331991,6,0.0
PHY320365,6,0.0
PHY368943,6,0.0
PHY382045,6,0.0
PHY385639,6,0.0
PHY410196,6,0.0
PHY373899,6,0.0
PHY415088,6,0.0
PHY387966,6,0.0
PHY353332,6,0.0
PHY356500,6,0.0
PHY330637,6,0.0
PHY332366,6,0.0
PHY321311,6,0.0
PHY365102,6,0.0
PHY418972,6,0.0
PHY368942,6,0.0
PHY418595,6,0.0
PHY319966,6,0.0
PHY433326,6,0.0
PHY390061,6,0.0
PHY426309,6,0.0
PHY387407,6,0.0
PHY346326,6,0.0
PHY396243,6,0.0
PHY379932,6,0.0
PHY314322,6,0.0
PHY341080,6,0.0
PHY385454,6,0.0
PHY408089,6,0.0
PHY378519,6,0.0
PHY339262,6,0.0
PHY394151,6,0.0
PHY384404,6,0.0
PHY324551,6,0.0
PHY367875,6,0.0
PHY325036,6,0.0
PHY378792,6,0.0
PHY343562,6,0.0
PHY391280,6,0.0
PHY318396,6,0.0
PHY314084,6,0.0
PHY381813,6,0.0
PHY319062,6,0.0
PHY399544,6,0.0
PHY373816,6,0.0
PHY396733,6,0.0
PHY392196,6,0.0
PHY415230,6,0.0
PHY346670,6,0.0
PHY341993,6,0.0
PHY337098,6,0.0
PHY373704,6,0.0
PHY343629,6,0.0
PHY390433,6,0.0
PHY324058,6,0.0
PHY417257,6,0.0
PHY357580,6,0.0
PHY329869,6,0.0
PHY337226,6,0.0
PHY360434,6,0.0
PHY419702,6,0.0
PHY354513,6,0.0
PHY368998,6,0.0
PHY377484,6,0.0
PHY371365,6,0.0
PHY329943,6,0.0
PHY428377,6,0.0
PHY374943,6,0.0
PHY329331,6,0.0
PHY374764,6,0.0
PHY346256,6,0.0
PHY392061,6,0.0
PHY366466,6,0.0
PHY427572,6,0.0
PHY328155,6,0.0
PHY378612,6,0.0
PHY350574,6,0.0
PHY413590,6,0.0
PHY347361,6,0.0
PHY311741,6,0.0
PHY343287,6,0.0
PHY331160,6,0.0
PHY371313,6,0.0
PHY405679,6,0.0
PHY323029,6,0.0
PHY406200,6,0.0
PHY379990,6,0.0
PHY419138,6,0.0
PHY342279,6,0.0
PHY428816,6,0.0
PHY351859,6,0.0
PHY373281,6,0.0
PHY330690,6,0.0
PHY414575,6,0.0
PHY388343,6,0.0
PHY387350,6,0.0
PHY312143,6,0.0
PHY345105,6,0.0
PHY354394,6,0.0
PHY385927,6,0.0
PHY367130,6,0.0
PHY321453,6,0.0
PHY397169,6,0.0
PHY388743,6,0.0
PHY364276,6,0.0
PHY353391,6,0.0
PHY327585,6,0.0
PHY327601,6,0.0
PHY333597,6,0.0
PHY432380,6,0.0
PHY322650,6,0.0
PHY382606,6,0.0
PHY366538,6,0.0
PHY328294,6,0.0
PHY320176,6,0.0
PHY421675,6,0.0
PHY397204,6,0.0
PHY405819,6,0.0
PHY320228,6,0.0
PHY397525,6,0.0
PHY383855,6,0.0
PHY352234,6,0.0
PHY393710,6,0.0
PHY359825,6,0.0
PHY367790,6,0.0
PHY339783,6,0.0
PHY368957,6,0.0
PHY380931,6,0.0
PHY382405,6,0.0
PHY425461,6,0.0
PHY386277,6,0.0
PHY405988,6,0.0
PHY424162,6,0.0
PHY390295,6,0.0
PHY409290,6,0.0
PHY393561,6,0.0
PHY340985,6,0.0
PHY365839,6,0.0
PHY394680,6,0.0
PHY403662,6,0.0
PHY416709,6,0.0
PHY320078,6,0.0
PHY362059,6,0.0
PHY367375,6,0.0
PHY391488,6,0.0
PHY388333,6,0.0
PHY325777,6,0.0
PHY335564,6,0.0
PHY390998,6,0.0
PHY386500,6,0.0
PHY364337,6,0.0
PHY428135,6,0.0
PHY402333,6,0.0
PHY353943,6,0.0
PHY348660,6,0.0
PHY384030,6,0.0
PHY325041,6,0.0
PHY332877,6,0.0
PHY363036,6,0.0
PHY377129,6,0.0
PHY348810,6,0.0
PHY331095,6,0.0
PHY394062,6,0.0
PHY396414,6,0.0
PHY390743,6,0.0
PHY355983,6,0.0
PHY391285,6,0.0
PHY398306,6,0.0
PHY334815,6,0.0
PHY385141,6,0.0
PHY388086,6,0.0
PHY356634,6,0.0
PHY378361,6,0.0
PHY336016,6,0.0
PHY427814,6,0.0
PHY407834,6,0.0
PHY347868,6,0.0
PHY407057,6,0.0
PHY412787,6,0.0
PHY389247,6,0.0
PHY411674,6,0.0
PHY312031,6,0.0
PHY390173,6,0.0
PHY388236,6,0.0
PHY433895,6,0.0
PHY332451,6,0.0
PHY332479,6,0.0
PHY350306,6,0.0
PHY333394,6,0.0
PHY404353,6,0.0
PHY433992,6,0.0
PHY361616,6,0.0
PHY430545,6,0.0
PHY357568,6,0.0
PHY385876,6,0.0
PHY355355,6,0.0
PHY316294,6,0.0
PHY315598,6,0.0
PHY385040,6,0.0
PHY336571,6,0.0
PHY313542,6,0.0
PHY421783,6,0.0
PHY423135,6,0.0
PHY327548,6,0.0
PHY329574,6,0.0
PHY336352,6,0.0
PHY404255,6,0.0
PHY390807,6,0.0
PHY410381,6,0.0
PHY368797,6,0.0
PHY361739,6,0.0
PHY423134,6,0.0
PHY427271,6,0.0
PHY401697,6,0.0
PHY382334,6,0.0
PHY399363,6,0.0
PHY369727,6,0.0
PHY379436,6,0.0
PHY333810,6,0.0
PHY398448,6,0.0
PHY381131,6,0.0
PHY337488,6,0.0
PHY328862,6,0.0
PHY324239,6,0.0
PHY405884,6,0.0
PHY315131,6,0.0
PHY397225,6,0.0
PHY433935,6,0.0
PHY391072,6,0.0
PHY415759,6,0.0
PHY392193,6,0.0
PHY369641,6,0.0
PHY422719,6,0.0
PHY369500,6,0.0
PHY363480,6,0.0
PHY335058,6,0.0
PHY404866,6,0.0
PHY346347,6,0.0
PHY346227,6,0.0
PHY382384,6,0.0
PHY394985,6,0.0
PHY423648,6,0.0
PHY426052,6,0.0
PHY357780,6,0.0
PHY386559,6,0.0
PHY322322,6,0.0
PHY362682,6,0.0
PHY360412,6,0.0
PHY369081,6,0.0
PHY428614,6,0.0
PHY332664,6,0.0
PHY423590,6,0.0
PHY323373,6,0.0
PHY329443,6,0.0
PHY423319,6,0.0
PHY378901,6,0.0
PHY430231,6,0.0
PHY388130,6,0.0
PHY420756,6,0.0
PHY360340,6,0.0
PHY335340,6,0.0
PHY416778,6,0.0
PHY400903,6,0.0
PHY313317,6,0.0
PHY355179,6,0.0
PHY409496,6,0.0
PHY383879,6,0.0
PHY354540,6,0.0
PHY322523,6,0.0
PHY329861,6,0.0
PHY422381,6,0.0
PHY334421,6,0.0
PHY409468,6,0.0
PHY341103,6,0.0
PHY424787,6,0.0
PHY399435,6,0.0
PHY355108,6,0.0
PHY397415,6,0.0
PHY317617,6,0.0
PHY355453,6,0.0
PHY412075,6,0.0
PHY395373,6,0.0
PHY362720,6,0.0
PHY392259,6,0.0
PHY425161,6,0.0
PHY406100,6,0.0
PHY407887,6,0.0
PHY362123,6,0.0
PHY350162,6,0.0
PHY321982,6,0.0
PHY314973,6,0.0
PHY323800,6,0.0
PHY357440,6,0.0
PHY379367,6,0.0
PHY419796,6,0.0
PHY414791,6,0.0
PHY421505,6,0.0
PHY419415,6,0.0
PHY418252,6,0.0
PHY325584,6,0.0
PHY382659,6,0.0
PHY395542,6,0.0
PHY363553,6,0.0
PHY382961,6,0.0
PHY367737,6,0.0
PHY315814,6,0.0
PHY313762,6,0.0
PHY418850,6,0.0
PHY396067,6,0.0
PHY348586,6,0.0
PHY415043,6,0.0
PHY390102,6,0.0
PHY371761,6,0.0
PHY336519,6,0.0
PHY406567,6,0.0
PHY344530,6,0.0
PHY314849,6,0.0
PHY417763,6,0.0
PHY360421,6,0.0
PHY333898,6,0.0
PHY337624,5,0.0
PHY415127,5,0.0
PHY333033,5,0.0
PHY378544,5,0.0
PHY403607,5,0.0
PHY412381,5,0.0
PHY413333,5,0.0
PHY393385,5,0.0
PHY329312,5,0.0
PHY430089,5,0.0
PHY324981,5,0.0
PHY389241,5,0.0
PHY358464,5,0.0
PHY425950,5,0.0
PHY371415,5,0.0
PHY375076,5,0.0
PHY412026,5,0.0
PHY354703,5,0.0
PHY405557,5,0.0
PHY336763,5,0.0
PHY389588,5,0.0
PHY349514,5,0.0
PHY364571,5,0.0
PHY416421,5,0.0
PHY369729,5,0.0
PHY431332,5,0.0
PHY347452,5,0.0
PHY407574,5,0.0
PHY322593,5,0.0
PHY355374,5,0.0
PHY372095,5,0.0
PHY401473,5,0.0
PHY389364,5,0.0
PHY376153,5,0.0
PHY363828,5,0.0
PHY416253,5,0.0
PHY328177,5,0.0
PHY367704,5,0.0
PHY414011,5,0.0
PHY360567,5,0.0
PHY312235,5,0.0
PHY423918,5,0.0
PHY408995,5,0.0
PHY387536,5,0.0
PHY359483,5,0.0
PHY398850,5,0.0
PHY345001,5,0.0
PHY431646,5,0.0
PHY369883,5,0.0
PHY431093,5,0.0
PHY384958,5,0.0
PHY316723,5,0.0
PHY323347,5,0.0
PHY317268,5,0.0
PHY364944,5,0.0
PHY413270,5,0.0
PHY322097,5,0.0
PHY350038,5,0.0
PHY424841,5,0.0
PHY365733,5,0.0
PHY318634,5,0.0
PHY393989,5,0.0
PHY342172,5,0.0
PHY410405,5,0.0
PHY313920,5,0.0
PHY357296,5,0.0
PHY385342,5,0.0
PHY416530,5,0.0
PHY402224,5,0.0
PHY398381,5,0.0
PHY384379,5,0.0
PHY388193,5,0.0
PHY360530,5,0.0
PHY334316,5,0.0
PHY364397,5,0.0
PHY326297,5,0.0
PHY316507,5,0.0
PHY341659,5,0.0
PHY314478,5,0.0
PHY361981,5,0.0
PHY352212,5,0.0
PHY394164,5,0.0
PHY365848,5,0.0
PHY420111,5,0.0
PHY347705,5,0.0
PHY408652,5,0.0
PHY393660,5,0.0
PHY327268,5,0.0
PHY392501,5,0.0
PHY369232,5,0.0
PHY392850,5,0.0
PHY324218,5,0.0
PHY319672,5,0.0
PHY383260,5,0.0
PHY402186,5,0.0
PHY405014,5,0.0
PHY400116,5,0.0
PHY333023,5,0.0
PHY404025,5,0.0
PHY348846,5,0.0
PHY430417,5,0.0
PHY319559,5,0.0
PHY394643,5,0.0
PHY321469,5,0.0
PHY315258,5,0.0
PHY384896,5,0.0
PHY341673,5,0.0
PHY348951,5,0.0
PHY422282,5,0.0
PHY351451,5,0.0
PHY356136,5,0.0
PHY346262,5,0.0
PHY418927,5,0.0
PHY357435,5,0.0
PHY415643,5,0.0
PHY355758,5,0.0
PHY406183,5,0.0
PHY360359,5,0.0
PHY411721,5,0.0
PHY381655,5,0.0
PHY336162,5,0.0
PHY358667,5,0.0
PHY384364,5,0.0
PHY336144,5,0.0
PHY426990,5,0.0
PHY355611,5,0.0
PHY337983,5,0.0
PHY355240,5,0.0
PHY398773,5,0.0
PHY372677,5,0.0
PHY385244,5,0.0
PHY314368,5,0.0
PHY393494,5,0.0
PHY364919,5,0.0
PHY397892,5,0.0
PHY330921,5,0.0
PHY334525,5,0.0
PHY372914,5,0.0
PHY426503,5,0.0
PHY433569,5,0.0
PHY400684,5,0.0
PHY329337,5,0.0
PHY323333,5,0.0
PHY376104,5,0.0
PHY379566,5,0.0
PHY336556,5,0.0
PHY317577,5,0.0
PHY338275,5,0.0
PHY338695,5,0.0
PHY370870,5,0.0
PHY358048,5,0.0
PHY406362,5,0.0
PHY411830,5,0.0
PHY353847,5,0.0
PHY313975,5,0.0
PHY419776,5,0.0
PHY375704,5,0.0
PHY350355,5,0.0
PHY348809,5,0.0
PHY348240,5,0.0
PHY428785,5,0.0
PHY431820,5,0.0
PHY390508,5,0.0
PHY331276,5,0.0
PHY422608,5,0.0
PHY344469,5,0.0
PHY345232,5,0.0
PHY420526,5,0.0
PHY350861,5,0.0
PHY349770,5,0.0
PHY367750,5,0.0
PHY376049,5,0.0
PHY319494,5,0.0
PHY425562,5,0.0
PHY344256,5,0.0
PHY400089,5,0.0
PHY314298,5,0.0
PHY321909,5,0.0
PHY401532,5,0.0
PHY358485,5,0.0
PHY411191,5,0.0
PHY333347,5,0.0
PHY389621,5,0.0
PHY350902,5,0.0
PHY429398,5,0.0
PHY418960,5,0.0
PHY364901,5,0.0
PHY361830,5,0.0
PHY401536,5,0.0
PHY391777,5,0.0
PHY369536,5,0.0
PHY414736,5,0.0
PHY371659,5,0.0
PHY312336,5,0.0
PHY356594,5,0.0
PHY338572,5,0.0
PHY367736,5,0.0
PHY343701,5,0.0
PHY405284,5,0.0
PHY360555,5,0.0
PHY354733,5,0.0
PHY318971,5,0.0
PHY410053,5,0.0
PHY419563,5,0.0
PHY429764,5,0.0
PHY405430,5,0.0
PHY380687,5,0.0
PHY426828,5,0.0
PHY425489,5,0.0
PHY377334,5,0.0
PHY316826,5,0.0
PHY338967,5,0.0
PHY397044,5,0.0
PHY382126,5,0.0
PHY421581,5,0.0
PHY326398,5,0.0
PHY376563,5,0.0
PHY406213,5,0.0
PHY351970,5,0.0
PHY401368,5,0.0
PHY381133,5,0.0
PHY326839,5,0.0
PHY361415,5,0.0
PHY399953,5,0.0
PHY361261,5,0.0
PHY339346,5,0.0
PHY433416,5,0.0
PHY389995,5,0.0
PHY390642,5,0.0
PHY318284,5,0.0
PHY386652,5,0.0
PHY317195,5,0.0
PHY433618,5,0.0
PHY319920,5,0.0
PHY383177,5,0.0
PHY353761,5,0.0
PHY338915,5,0.0
PHY365710,5,0.0
PHY346032,5,0.0
PHY326323,5,0.0
PHY406241,5,0.0
PHY322885,5,0.0
PHY428132,5,0.0
PHY379703,5,0.0
PHY365175,5,0.0
PHY337504,5,0.0
PHY372897,5,0.0
PHY386269,5,0.0
PHY351063,5,0.0
PHY387379,5,0.0
PHY335252,5,0.0
PHY414414,5,0.0
PHY319117,5,0.0
PHY403741,5,0.0
PHY428537,5,0.0
PHY333497,5,0.0
PHY409224,5,0.0
PHY371207,5,0.0
PHY370007,5,0.0
PHY402625,5,0.0
PHY389268,5,0.0
PHY408461,5,0.0
PHY355166,5,0.0
PHY375913,5,0.0
PHY324950,5,0.0
PHY397211,5,0.0
PHY343317,5,0.0
PHY393367,5,0.0
PHY415864,5,0.0
PHY419699,5,0.0
PHY403922,5,0.0
PHY348382,5,0.0
PHY423841,5,0.0
PHY409830,5,0.0
PHY376641,5,0.0
PHY321945,5,0.0
PHY343709,5,0.0
PHY315290,5,0.0
PHY347560,5,0.0
PHY365266,5,0.0
PHY430867,5,0.0
PHY338751,5,0.0
PHY338080,5,0.0
PHY335904,5,0.0
PHY339434,5,0.0
PHY353041,5,0.0
PHY421131,5,0.0
PHY341189,5,0.0
PHY404873,5,0.0
PHY430653,5,0.0
PHY343616,5,0.0
PHY427325,5,0.0
PHY354313,5,0.0
PHY394860,5,0.0
PHY323983,5,0.0
PHY341087,5,0.0
PHY342715,5,0.0
PHY402471,5,0.0
PHY337252,5,0.0
PHY312501,5,0.0
PHY431577,5,0.0
PHY402456,5,0.0
PHY356833,5,0.0
PHY321695,5,0.0
PHY363271,5,0.0
PHY407511,5,0.0
PHY359970,5,0.0
PHY341644,5,0.0
PHY362964,5,0.0
PHY419482,5,0.0
PHY380333,5,0.0
PHY355622,5,0.0
PHY417177,5,0.0
PHY313406,5,0.0
PHY389388,5,0.0
PHY384448,5,0.0
PHY389917,5,0.0
PHY424304,5,0.0
PHY368888,5,0.0
PHY396225,5,0.0
PHY396083,5,0.0
PHY408195,5,0.0
PHY411865,5,0.0
PHY382153,5,0.0
PHY337214,5,0.0
PHY339815,5,0.0
