Physician_ID,Cnt_Fraud_Engagement,Cnt_Fraud_Engagement_Rate
PHY324163,2,0.0
PHY339031,2,0.0
PHY334271,2,0.0
PHY381310,2,0.0
PHY416117,2,0.0
PHY425298,2,0.0
PHY362913,2,0.0
PHY340709,2,0.0
PHY401308,2,0.0
PHY418495,2,0.0
PHY313244,2,0.0
PHY385785,2,0.0
PHY335631,2,0.0
PHY360020,2,0.0
PHY364789,2,0.0
PHY423523,2,0.0
PHY336412,2,0.0
PHY397121,2,0.0
PHY414805,2,0.0
PHY401129,2,0.0
PHY412461,2,0.0
PHY408476,2,0.0
PHY327372,2,0.0
PHY346512,2,0.0
PHY338014,2,0.0
PHY402021,2,0.0
PHY395815,2,0.0
PHY420788,2,0.0
PHY338776,2,0.0
PHY347970,2,0.0
PHY371728,2,0.0
PHY410782,2,0.0
PHY387055,2,0.0
PHY333344,2,0.0
PHY329157,2,0.0
PHY327936,2,0.0
PHY361361,2,0.0
PHY391047,2,0.0
PHY402216,2,0.0
PHY315227,2,0.0
PHY320225,2,0.0
PHY319236,2,0.0
PHY321719,2,0.0
PHY411000,2,0.0
PHY431983,2,0.0
PHY317800,2,0.0
PHY384957,2,0.0
PHY427825,2,0.0
PHY364072,2,0.0
PHY344628,2,0.0
PHY387130,2,0.0
PHY353992,2,0.0
PHY329183,2,0.0
PHY371687,2,0.0
PHY344147,2,0.0
PHY416601,2,0.0
PHY340735,2,0.0
PHY311925,2,0.0
PHY403840,2,0.0
PHY316613,2,0.0
PHY421857,2,0.0
PHY341695,2,0.0
PHY417625,2,0.0
PHY342515,2,0.0
PHY379209,2,0.0
PHY375054,2,0.0
PHY359489,2,0.0
PHY390842,2,0.0
PHY356917,2,0.0
PHY350978,2,0.0
PHY413852,2,0.0
PHY348389,2,0.0
PHY318002,2,0.0
PHY399250,2,0.0
PHY355084,2,0.0
PHY404944,2,0.0
PHY324296,2,0.0
PHY426713,2,0.0
PHY333994,2,0.0
PHY365898,2,0.0
PHY362784,2,0.0
PHY416245,2,0.0
PHY361821,2,0.0
PHY345543,2,0.0
PHY317597,2,0.0
PHY397813,2,0.0
PHY353741,2,0.0
PHY411043,2,0.0
PHY345933,2,0.0
PHY381744,2,0.0
PHY365403,2,0.0
PHY419650,2,0.0
PHY417706,2,0.0
PHY335792,2,0.0
PHY320274,2,0.0
PHY388834,2,0.0
PHY418053,2,0.0
PHY371124,2,0.0
PHY425186,2,0.0
PHY373703,2,0.0
PHY320419,2,0.0
PHY315142,2,0.0
PHY401344,2,0.0
PHY351174,2,0.0
PHY368519,2,0.0
PHY335766,2,0.0
PHY400905,2,0.0
PHY414911,2,0.0
PHY349059,2,0.0
PHY413291,2,0.0
PHY376291,2,0.0
PHY322834,2,0.0
PHY373011,2,0.0
PHY416560,2,0.0
PHY345491,2,0.0
PHY326152,2,0.0
PHY329692,2,0.0
PHY384359,2,0.0
PHY317963,2,0.0
PHY401006,2,0.0
PHY414054,2,0.0
PHY342853,2,0.0
PHY414107,2,0.0
PHY401461,2,0.0
PHY341914,2,0.0
PHY416753,2,0.0
PHY395751,2,0.0
PHY332909,2,0.0
PHY317709,2,0.0
PHY419215,2,0.0
PHY327707,2,0.0
PHY431277,2,0.0
PHY319960,2,0.0
PHY360875,2,0.0
PHY381615,2,0.0
PHY413346,2,0.0
PHY325647,2,0.0
PHY334495,2,0.0
PHY363239,2,0.0
PHY403655,2,0.0
PHY354932,2,0.0
PHY358374,2,0.0
PHY344794,2,0.0
PHY335074,2,0.0
PHY415524,2,0.0
PHY387487,2,0.0
PHY365485,2,0.0
PHY321561,2,0.0
PHY321625,2,0.0
PHY355444,2,0.0
PHY427597,2,0.0
PHY366047,2,0.0
PHY433422,2,0.0
PHY400821,2,0.0
PHY417996,2,0.0
PHY396516,2,0.0
PHY380350,2,0.0
PHY390860,2,0.0
PHY329921,2,0.0
PHY354892,2,0.0
PHY369417,2,0.0
PHY324291,2,0.0
PHY397219,2,0.0
PHY342572,2,0.0
PHY336861,2,0.0
PHY331981,2,0.0
PHY341939,2,0.0
PHY433815,2,0.0
PHY326204,2,0.0
PHY359325,2,0.0
PHY410898,2,0.0
PHY432953,2,0.0
PHY361154,2,0.0
PHY337952,2,0.0
PHY373148,2,0.0
PHY360989,2,0.0
PHY317822,2,0.0
PHY414287,2,0.0
PHY414644,2,0.0
PHY362321,2,0.0
PHY348178,2,0.0
PHY409533,2,0.0
PHY355282,2,0.0
PHY323532,2,0.0
PHY424860,2,0.0
PHY351145,2,0.0
PHY400916,2,0.0
PHY368514,2,0.0
PHY413216,2,0.0
PHY358118,2,0.0
PHY358176,2,0.0
PHY403146,2,0.0
PHY334741,2,0.0
PHY406172,2,0.0
PHY388768,2,0.0
PHY351335,2,0.0
PHY353284,2,0.0
PHY379428,2,0.0
PHY407190,2,0.0
PHY340529,2,0.0
PHY409269,2,0.0
PHY375612,2,0.0
PHY324171,2,0.0
PHY373231,2,0.0
PHY316560,2,0.0
PHY321730,2,0.0
PHY426790,2,0.0
PHY334276,2,0.0
PHY420192,2,0.0
PHY415876,2,0.0
PHY433695,2,0.0
PHY352925,2,0.0
PHY407085,2,0.0
PHY343497,2,0.0
PHY331282,2,0.0
PHY426548,2,0.0
PHY318550,2,0.0
PHY415697,2,0.0
PHY348736,2,0.0
PHY351747,2,0.0
PHY343144,2,0.0
PHY385231,2,0.0
PHY433701,2,0.0
PHY337748,2,0.0
PHY328656,2,0.0
PHY345287,2,0.0
PHY353668,2,0.0
PHY390546,2,0.0
PHY375981,2,0.0
PHY424095,2,0.0
PHY344151,2,0.0
PHY338749,2,0.0
PHY403869,2,0.0
PHY386141,2,0.0
PHY376158,2,0.0
PHY392870,2,0.0
PHY362699,2,0.0
PHY365340,2,0.0
PHY378310,2,0.0
PHY361965,2,0.0
PHY427274,2,0.0
PHY414008,2,0.0
PHY356804,2,0.0
PHY389381,2,0.0
PHY381502,2,0.0
PHY345254,2,0.0
PHY364703,2,0.0
PHY368365,2,0.0
PHY374133,2,0.0
PHY415629,2,0.0
PHY426354,2,0.0
PHY422876,2,0.0
PHY403048,2,0.0
PHY366223,2,0.0
PHY417241,2,0.0
PHY339366,2,0.0
PHY312458,2,0.0
PHY416703,2,0.0
PHY367131,2,0.0
PHY380012,2,0.0
PHY314502,2,0.0
PHY337761,2,0.0
PHY386165,2,0.0
PHY420381,2,0.0
PHY364930,2,0.0
PHY427083,2,0.0
PHY343545,2,0.0
PHY350462,2,0.0
PHY414801,2,0.0
PHY366872,2,0.0
PHY363866,2,0.0
PHY351984,2,0.0
PHY394410,2,0.0
PHY384603,2,0.0
PHY326962,2,0.0
PHY327634,2,0.0
PHY417676,2,0.0
PHY407358,2,0.0
PHY383165,2,0.0
PHY404182,2,0.0
PHY406917,2,0.0
PHY376630,2,0.0
PHY375734,2,0.0
PHY386241,2,0.0
PHY356384,2,0.0
PHY433161,2,0.0
PHY427605,2,0.0
PHY396802,2,0.0
PHY318258,2,0.0
PHY336391,2,0.0
PHY399263,2,0.0
PHY338930,2,0.0
PHY343983,2,0.0
PHY317482,2,0.0
PHY368023,2,0.0
PHY323019,2,0.0
PHY348303,2,0.0
PHY328047,2,0.0
PHY374017,2,0.0
PHY401942,2,0.0
PHY326867,2,0.0
PHY424553,2,0.0
PHY400866,2,0.0
PHY421452,2,0.0
PHY344649,2,0.0
PHY405876,2,0.0
PHY429870,2,0.0
PHY336581,2,0.0
PHY406542,2,0.0
PHY374448,2,0.0
PHY335571,2,0.0
PHY348266,2,0.0
PHY406399,2,0.0
PHY336882,2,0.0
PHY367141,2,0.0
PHY424386,2,0.0
PHY404228,2,0.0
PHY320981,2,0.0
PHY413377,2,0.0
PHY425922,2,0.0
PHY321297,2,0.0
PHY399138,2,0.0
PHY432550,2,0.0
PHY373535,2,0.0
PHY343607,2,0.0
PHY357097,2,0.0
PHY420387,2,0.0
PHY330899,2,0.0
PHY371363,2,0.0
PHY382209,2,0.0
PHY379265,2,0.0
PHY432807,2,0.0
PHY429235,2,0.0
PHY361553,2,0.0
PHY433321,2,0.0
PHY380578,2,0.0
PHY422899,2,0.0
PHY362555,2,0.0
PHY330991,2,0.0
PHY431399,2,0.0
PHY396471,2,0.0
PHY360944,2,0.0
PHY412337,2,0.0
PHY326236,2,0.0
PHY400377,2,0.0
PHY346476,2,0.0
PHY346406,2,0.0
PHY384060,2,0.0
PHY344686,2,0.0
PHY350001,2,0.0
PHY389990,2,0.0
PHY429030,2,0.0
PHY339991,2,0.0
PHY416886,2,0.0
PHY370423,2,0.0
PHY322862,2,0.0
PHY327112,2,0.0
PHY410811,2,0.0
PHY387595,2,0.0
PHY382447,2,0.0
PHY397984,2,0.0
PHY397035,2,0.0
PHY335687,2,0.0
PHY430248,2,0.0
PHY376227,2,0.0
PHY363457,2,0.0
PHY332072,2,0.0
PHY319416,2,0.0
PHY430100,2,0.0
PHY375513,2,0.0
PHY332535,2,0.0
PHY321308,2,0.0
PHY394374,2,0.0
PHY356614,2,0.0
PHY352565,2,0.0
PHY342451,2,0.0
PHY429869,2,0.0
PHY430164,2,0.0
PHY375487,2,0.0
PHY354187,2,0.0
PHY392040,2,0.0
PHY371768,2,0.0
PHY347263,2,0.0
PHY396520,2,0.0
PHY382299,2,0.0
PHY425813,2,0.0
PHY415465,2,0.0
PHY340488,2,0.0
PHY355088,2,0.0
PHY396445,2,0.0
PHY430505,2,0.0
PHY370316,2,0.0
PHY357349,2,0.0
PHY313122,2,0.0
PHY311663,2,0.0
PHY331845,2,0.0
PHY418306,2,0.0
PHY402668,2,0.0
PHY346444,2,0.0
PHY392595,2,0.0
PHY373055,2,0.0
PHY427067,2,0.0
PHY320083,2,0.0
PHY336446,2,0.0
PHY359127,2,0.0
PHY415501,2,0.0
PHY318340,2,0.0
PHY368731,2,0.0
PHY357867,2,0.0
PHY391580,2,0.0
PHY399550,2,0.0
PHY369753,2,0.0
PHY327757,2,0.0
PHY427364,2,0.0
PHY371698,2,0.0
PHY424654,2,0.0
PHY327533,2,0.0
PHY337006,2,0.0
PHY389977,2,0.0
PHY379905,2,0.0
PHY319727,2,0.0
PHY388485,2,0.0
PHY431175,2,0.0
PHY431322,2,0.0
PHY410740,2,0.0
PHY357783,2,0.0
PHY338543,2,0.0
PHY349871,2,0.0
PHY418210,2,0.0
PHY369138,2,0.0
PHY366719,2,0.0
PHY392116,2,0.0
PHY318488,2,0.0
PHY369285,2,0.0
PHY424175,2,0.0
PHY325273,2,0.0
PHY341516,2,0.0
PHY376629,2,0.0
PHY357065,2,0.0
PHY380721,2,0.0
PHY379110,2,0.0
PHY427260,2,0.0
PHY367351,2,0.0
PHY342218,2,0.0
PHY313277,2,0.0
PHY343410,2,0.0
PHY319275,2,0.0
PHY340031,2,0.0
PHY391562,2,0.0
PHY371069,2,0.0
PHY384370,2,0.0
PHY335198,2,0.0
PHY318821,2,0.0
PHY383661,2,0.0
PHY311791,2,0.0
PHY362231,2,0.0
PHY377826,2,0.0
PHY386265,2,0.0
PHY332907,2,0.0
PHY365870,2,0.0
PHY392065,2,0.0
PHY403746,2,0.0
PHY387387,2,0.0
PHY412677,2,0.0
PHY313108,2,0.0
PHY331998,2,0.0
PHY413977,2,0.0
PHY335006,2,0.0
PHY331181,2,0.0
PHY362298,2,0.0
PHY372819,2,0.0
PHY431748,2,0.0
PHY316708,2,0.0
PHY329533,2,0.0
PHY331851,2,0.0
PHY314042,2,0.0
PHY432854,2,0.0
PHY410758,2,0.0
PHY388754,2,0.0
PHY372880,2,0.0
PHY314101,2,0.0
PHY407193,2,0.0
PHY314734,2,0.0
PHY379639,2,0.0
PHY399663,2,0.0
PHY316655,2,0.0
PHY350254,2,0.0
PHY414973,2,0.0
PHY414552,2,0.0
PHY374255,2,0.0
PHY427968,2,0.0
PHY343764,2,0.0
PHY407612,2,0.0
PHY333559,2,0.0
PHY329025,2,0.0
PHY333937,2,0.0
PHY411576,2,0.0
PHY311728,2,0.0
PHY349450,2,0.0
PHY328236,2,0.0
PHY432733,2,0.0
PHY417786,2,0.0
PHY333949,2,0.0
PHY416152,2,0.0
PHY375783,2,0.0
PHY319698,2,0.0
PHY336389,2,0.0
PHY329918,2,0.0
PHY373049,2,0.0
PHY342763,2,0.0
PHY311251,2,0.0
PHY430494,2,0.0
PHY315220,2,0.0
PHY352285,2,0.0
PHY431600,2,0.0
PHY398731,2,0.0
PHY313421,2,0.0
PHY311466,2,0.0
PHY380222,2,0.0
PHY319066,2,0.0
PHY361140,2,0.0
PHY360471,2,0.0
PHY321944,2,0.0
PHY373116,2,0.0
PHY398040,2,0.0
PHY385540,2,0.0
PHY376080,2,0.0
PHY413106,2,0.0
PHY361116,2,0.0
PHY354193,2,0.0
PHY320046,2,0.0
PHY364740,2,0.0
PHY403293,2,0.0
PHY404235,2,0.0
PHY347054,2,0.0
PHY329224,2,0.0
PHY372771,2,0.0
PHY429713,2,0.0
PHY374041,2,0.0
PHY386149,2,0.0
PHY410399,2,0.0
PHY417324,2,0.0
PHY356283,2,0.0
PHY383559,2,0.0
PHY345344,2,0.0
PHY385394,2,0.0
PHY332227,2,0.0
PHY382924,2,0.0
PHY326664,2,0.0
PHY367744,2,0.0
PHY381126,2,0.0
PHY349415,2,0.0
PHY384766,2,0.0
PHY430308,2,0.0
PHY328428,2,0.0
PHY408860,2,0.0
PHY325180,2,0.0
PHY319951,2,0.0
PHY373523,2,0.0
PHY353376,2,0.0
PHY434070,2,0.0
PHY376711,2,0.0
PHY379132,2,0.0
PHY389029,2,0.0
PHY345849,2,0.0
PHY406072,2,0.0
PHY400230,2,0.0
PHY367435,2,0.0
PHY388364,2,0.0
PHY342619,2,0.0
PHY367785,2,0.0
PHY405831,2,0.0
PHY356314,2,0.0
PHY433016,2,0.0
PHY394646,2,0.0
PHY420283,2,0.0
PHY367805,2,0.0
PHY432074,2,0.0
PHY365170,2,0.0
PHY359265,2,0.0
PHY382594,2,0.0
PHY337537,2,0.0
PHY361817,2,0.0
PHY363257,2,0.0
PHY350287,2,0.0
PHY351938,2,0.0
PHY313872,2,0.0
PHY332589,2,0.0
PHY410849,2,0.0
PHY369888,2,0.0
PHY354591,2,0.0
PHY364418,2,0.0
PHY420123,2,0.0
PHY410002,2,0.0
PHY399612,2,0.0
PHY312083,2,0.0
PHY410051,2,0.0
PHY323979,2,0.0
PHY357976,2,0.0
PHY403848,2,0.0
PHY415956,2,0.0
PHY327895,2,0.0
PHY333568,2,0.0
PHY410119,2,0.0
PHY325249,2,0.0
PHY377418,2,0.0
PHY386719,2,0.0
PHY333971,2,0.0
PHY403202,2,0.0
PHY356507,2,0.0
PHY341714,2,0.0
PHY396230,2,0.0
PHY320357,2,0.0
PHY393279,2,0.0
PHY392565,2,0.0
PHY409170,2,0.0
PHY351449,2,0.0
PHY396869,2,0.0
PHY356050,2,0.0
PHY382593,2,0.0
PHY347499,2,0.0
PHY393632,2,0.0
PHY391665,2,0.0
PHY340773,2,0.0
PHY338270,2,0.0
PHY419361,2,0.0
PHY358517,2,0.0
PHY412292,2,0.0
PHY344142,2,0.0
PHY422281,2,0.0
PHY367362,2,0.0
PHY393818,2,0.0
PHY432237,2,0.0
PHY391704,2,0.0
PHY385982,2,0.0
PHY343810,2,0.0
PHY349175,2,0.0
PHY426887,2,0.0
PHY315929,2,0.0
PHY399354,2,0.0
PHY430685,2,0.0
PHY415931,2,0.0
PHY317418,2,0.0
PHY393650,2,0.0
PHY337246,2,0.0
PHY316552,2,0.0
PHY339523,2,0.0
PHY334844,2,0.0
PHY382473,2,0.0
PHY393886,2,0.0
PHY410839,2,0.0
PHY370346,2,0.0
PHY382401,2,0.0
PHY354077,2,0.0
PHY369392,2,0.0
PHY319869,2,0.0
PHY380167,2,0.0
PHY372571,2,0.0
PHY398122,2,0.0
PHY341632,2,0.0
PHY388249,2,0.0
PHY365020,2,0.0
PHY343536,2,0.0
PHY354600,2,0.0
PHY346157,2,0.0
PHY409167,2,0.0
PHY412922,2,0.0
PHY392989,2,0.0
PHY317272,2,0.0
PHY380337,2,0.0
PHY416692,2,0.0
PHY354041,2,0.0
PHY377044,2,0.0
PHY312069,2,0.0
PHY412750,2,0.0
PHY370662,2,0.0
PHY417750,2,0.0
PHY405215,2,0.0
PHY357028,2,0.0
PHY313548,2,0.0
PHY407938,2,0.0
PHY338100,2,0.0
PHY329786,2,0.0
PHY325091,2,0.0
PHY429700,2,0.0
PHY358778,2,0.0
PHY346709,2,0.0
PHY402727,2,0.0
PHY338591,2,0.0
PHY424955,2,0.0
PHY328491,2,0.0
PHY383034,2,0.0
PHY402196,2,0.0
PHY320809,2,0.0
PHY354664,2,0.0
PHY430732,2,0.0
PHY314601,2,0.0
PHY425798,2,0.0
PHY406808,2,0.0
PHY327487,2,0.0
PHY334823,2,0.0
PHY389785,2,0.0
PHY388696,2,0.0
PHY315385,2,0.0
PHY345801,2,0.0
PHY383807,2,0.0
PHY322204,2,0.0
PHY424557,2,0.0
PHY378411,2,0.0
PHY324229,2,0.0
PHY344789,2,0.0
PHY423716,2,0.0
PHY339737,2,0.0
PHY426710,2,0.0
PHY356931,2,0.0
PHY429876,2,0.0
PHY367161,2,0.0
PHY323831,2,0.0
PHY367474,2,0.0
PHY380937,2,0.0
PHY422553,2,0.0
PHY314787,2,0.0
PHY400516,2,0.0
PHY329252,2,0.0
PHY398361,2,0.0
PHY353269,2,0.0
PHY342234,2,0.0
PHY344343,2,0.0
PHY356871,2,0.0
PHY342913,2,0.0
PHY322447,2,0.0
PHY390426,2,0.0
PHY339581,2,0.0
PHY324988,2,0.0
PHY334076,2,0.0
PHY419350,2,0.0
PHY359635,2,0.0
PHY408394,2,0.0
PHY345117,2,0.0
PHY393220,2,0.0
PHY383411,2,0.0
PHY428975,2,0.0
PHY354244,2,0.0
PHY400669,2,0.0
PHY362644,2,0.0
PHY314051,2,0.0
PHY339629,2,0.0
PHY380695,2,0.0
PHY412365,2,0.0
PHY312771,2,0.0
PHY420529,2,0.0
PHY366188,2,0.0
PHY427041,2,0.0
PHY368243,2,0.0
PHY379073,2,0.0
PHY385537,2,0.0
PHY358722,2,0.0
PHY346172,2,0.0
PHY363756,2,0.0
PHY323372,2,0.0
PHY418088,2,0.0
PHY360131,2,0.0
PHY413482,2,0.0
PHY380720,2,0.0
PHY423854,2,0.0
PHY405619,2,0.0
PHY426312,2,0.0
PHY404762,2,0.0
PHY347264,2,0.0
PHY321529,2,0.0
PHY400799,2,0.0
PHY393488,2,0.0
PHY378900,2,0.0
PHY429821,2,0.0
PHY385597,2,0.0
PHY386777,2,0.0
PHY411858,2,0.0
PHY345707,2,0.0
PHY424206,2,0.0
PHY424610,2,0.0
PHY314402,2,0.0
PHY360878,2,0.0
PHY408519,2,0.0
PHY425569,2,0.0
PHY375710,2,0.0
PHY328610,2,0.0
PHY423027,2,0.0
PHY379965,2,0.0
PHY381288,2,0.0
PHY325591,2,0.0
PHY346394,2,0.0
PHY323393,2,0.0
PHY360214,2,0.0
PHY389529,2,0.0
PHY318960,2,0.0
PHY374054,2,0.0
PHY370995,2,0.0
PHY392012,2,0.0
PHY316899,2,0.0
PHY417935,2,0.0
PHY342493,2,0.0
PHY329925,2,0.0
PHY406833,2,0.0
PHY350431,2,0.0
PHY315782,2,0.0
PHY359906,2,0.0
PHY320551,2,0.0
PHY322024,2,0.0
PHY360187,2,0.0
PHY359673,2,0.0
PHY351303,2,0.0
PHY421775,2,0.0
PHY407830,2,0.0
PHY318883,2,0.0
PHY394825,2,0.0
PHY354993,2,0.0
PHY381658,2,0.0
PHY342538,2,0.0
PHY367128,2,0.0
PHY423082,2,0.0
PHY338861,2,0.0
PHY358508,2,0.0
PHY352495,2,0.0
PHY420745,2,0.0
PHY419910,2,0.0
PHY360218,2,0.0
PHY360116,2,0.0
PHY405552,2,0.0
PHY335502,2,0.0
PHY379518,2,0.0
PHY367998,2,0.0
PHY410593,2,0.0
PHY391584,2,0.0
PHY396457,2,0.0
PHY374653,2,0.0
PHY433257,2,0.0
PHY405320,2,0.0
PHY427069,2,0.0
PHY391187,2,0.0
PHY431495,2,0.0
PHY346109,2,0.0
PHY381119,2,0.0
PHY385300,2,0.0
PHY416353,2,0.0
PHY374583,2,0.0
PHY333760,2,0.0
PHY369090,2,0.0
PHY378924,2,0.0
PHY418159,2,0.0
PHY403139,2,0.0
PHY337459,2,0.0
PHY382736,2,0.0
PHY411328,2,0.0
PHY334856,2,0.0
PHY386031,2,0.0
PHY318516,2,0.0
PHY333794,2,0.0
PHY311127,2,0.0
PHY370732,2,0.0
PHY328203,2,0.0
PHY319049,2,0.0
PHY333849,2,0.0
PHY323760,2,0.0
PHY349751,2,0.0
PHY411924,2,0.0
PHY411528,2,0.0
PHY388439,2,0.0
PHY362109,2,0.0
PHY358378,2,0.0
PHY315645,2,0.0
PHY430923,2,0.0
PHY408635,2,0.0
PHY413126,2,0.0
PHY420062,2,0.0
PHY312156,2,0.0
PHY335294,2,0.0
PHY380261,2,0.0
PHY385806,2,0.0
PHY332886,2,0.0
PHY322851,2,0.0
PHY369195,2,0.0
PHY367700,2,0.0
PHY347073,2,0.0
PHY333805,2,0.0
PHY318047,2,0.0
PHY356214,2,0.0
PHY425532,2,0.0
PHY319127,2,0.0
PHY313494,2,0.0
PHY336666,2,0.0
PHY319908,2,0.0
PHY344273,2,0.0
PHY364914,2,0.0
PHY336231,2,0.0
PHY403382,2,0.0
PHY397510,2,0.0
PHY366907,2,0.0
PHY326206,2,0.0
PHY315861,2,0.0
PHY363653,2,0.0
PHY398882,2,0.0
PHY341843,2,0.0
PHY423684,2,0.0
PHY410939,2,0.0
PHY424851,2,0.0
PHY386953,2,0.0
PHY340884,2,0.0
PHY394654,2,0.0
PHY334922,2,0.0
PHY410257,2,0.0
PHY377304,2,0.0
PHY357878,2,0.0
PHY324102,2,0.0
PHY404448,2,0.0
PHY342884,2,0.0
PHY335797,2,0.0
PHY336331,2,0.0
PHY386962,2,0.0
PHY387007,2,0.0
PHY330866,2,0.0
PHY412766,2,0.0
PHY399291,2,0.0
PHY346523,2,0.0
PHY432203,2,0.0
PHY355313,2,0.0
PHY406781,2,0.0
PHY360188,2,0.0
PHY387558,2,0.0
PHY330044,2,0.0
PHY313034,2,0.0
PHY360109,2,0.0
PHY340804,2,0.0
PHY431460,2,0.0
PHY430226,2,0.0
PHY317740,2,0.0
PHY346720,2,0.0
PHY339114,2,0.0
PHY370026,2,0.0
PHY412721,2,0.0
PHY340819,2,0.0
PHY383802,2,0.0
PHY429934,2,0.0
PHY315469,2,0.0
PHY367685,2,0.0
PHY409297,2,0.0
PHY315024,2,0.0
PHY394249,2,0.0
PHY369778,2,0.0
PHY345291,2,0.0
PHY429089,2,0.0
PHY336572,2,0.0
PHY373017,2,0.0
PHY380217,2,0.0
PHY430245,2,0.0
PHY419483,2,0.0
PHY415578,2,0.0
PHY321137,2,0.0
PHY343189,2,0.0
PHY361289,2,0.0
PHY334121,2,0.0
PHY367658,2,0.0
PHY385521,2,0.0
PHY413162,2,0.0
PHY320087,2,0.0
PHY363386,2,0.0
PHY353977,2,0.0
PHY393497,2,0.0
PHY425338,2,0.0
PHY335569,2,0.0
PHY430426,2,0.0
PHY332641,2,0.0
PHY413108,2,0.0
PHY377662,2,0.0
PHY330827,2,0.0
PHY327383,2,0.0
PHY346360,2,0.0
PHY391592,2,0.0
PHY426056,2,0.0
PHY349704,2,0.0
PHY341148,2,0.0
PHY315893,2,0.0
PHY334249,2,0.0
PHY399257,2,0.0
PHY326964,2,0.0
PHY339700,2,0.0
PHY430134,2,0.0
PHY415987,2,0.0
PHY433133,2,0.0
PHY416041,2,0.0
PHY326235,2,0.0
PHY373922,2,0.0
PHY395052,2,0.0
PHY329370,2,0.0
PHY388010,2,0.0
PHY410763,2,0.0
PHY359039,2,0.0
PHY314130,2,0.0
PHY336145,2,0.0
PHY321342,2,0.0
PHY428229,2,0.0
PHY416372,2,0.0
PHY313851,2,0.0
PHY330556,2,0.0
PHY406278,2,0.0
PHY391018,2,0.0
PHY342057,2,0.0
PHY363765,2,0.0
PHY313871,2,0.0
PHY333196,2,0.0
PHY368187,2,0.0
PHY430268,2,0.0
PHY390126,2,0.0
PHY339204,2,0.0
PHY349694,2,0.0
PHY326358,2,0.0
PHY372355,2,0.0
PHY343084,2,0.0
PHY432276,2,0.0
PHY419278,2,0.0
PHY379462,2,0.0
PHY398147,2,0.0
PHY417103,2,0.0
PHY404932,2,0.0
PHY365674,2,0.0
PHY335342,2,0.0
PHY384137,2,0.0
PHY375309,2,0.0
PHY431766,2,0.0
PHY327650,2,0.0
PHY401858,2,0.0
PHY398762,2,0.0
PHY336827,2,0.0
PHY327786,2,0.0
PHY391653,2,0.0
PHY360235,2,0.0
PHY352482,2,0.0
PHY319642,2,0.0
PHY348727,2,0.0
PHY354163,2,0.0
PHY395366,2,0.0
PHY353255,2,0.0
PHY345147,2,0.0
PHY381449,2,0.0
PHY319389,2,0.0
PHY349643,2,0.0
PHY371969,2,0.0
PHY406253,2,0.0
PHY358261,2,0.0
PHY416355,2,0.0
PHY409527,2,0.0
PHY340441,2,0.0
PHY395402,2,0.0
PHY403095,2,0.0
PHY422017,2,0.0
PHY433564,2,0.0
PHY321356,2,0.0
PHY374194,2,0.0
PHY366811,2,0.0
PHY410762,2,0.0
PHY325311,2,0.0
PHY363695,2,0.0
PHY377207,2,0.0
PHY330639,2,0.0
PHY383381,2,0.0
PHY334666,2,0.0
PHY367637,2,0.0
PHY405115,2,0.0
PHY386846,2,0.0
PHY407589,2,0.0
PHY431013,2,0.0
PHY357421,2,0.0
PHY340284,2,0.0
PHY364379,2,0.0
PHY387666,2,0.0
PHY419342,2,0.0
PHY361580,2,0.0
PHY410886,2,0.0
PHY329652,2,0.0
PHY328661,2,0.0
PHY387504,2,0.0
PHY363215,2,0.0
PHY433003,2,0.0
PHY431010,2,0.0
PHY319197,2,0.0
PHY313381,2,0.0
PHY336046,2,0.0
PHY390373,2,0.0
PHY361387,2,0.0
PHY384806,2,0.0
PHY314515,2,0.0
PHY379570,2,0.0
PHY412504,2,0.0
PHY380620,2,0.0
PHY331510,2,0.0
PHY396192,2,0.0
PHY397529,2,0.0
PHY399215,2,0.0
PHY379180,2,0.0
PHY379253,2,0.0
PHY356951,2,0.0
PHY405289,2,0.0
PHY344681,2,0.0
PHY366423,2,0.0
PHY335614,2,0.0
PHY415159,2,0.0
PHY423376,2,0.0
PHY417544,2,0.0
PHY395719,2,0.0
PHY417987,2,0.0
PHY361267,2,0.0
PHY356132,2,0.0
PHY340630,2,0.0
PHY312961,2,0.0
PHY424633,2,0.0
PHY327077,2,0.0
PHY351302,2,0.0
PHY384050,2,0.0
PHY420473,2,0.0
PHY343468,2,0.0
PHY342617,2,0.0
PHY312565,2,0.0
PHY360364,2,0.0
PHY407711,2,0.0
PHY338150,2,0.0
PHY393349,2,0.0
PHY432451,2,0.0
PHY413971,2,0.0
PHY392833,2,0.0
PHY326871,2,0.0
PHY375739,2,0.0
PHY372737,2,0.0
PHY318285,2,0.0
PHY375136,2,0.0
PHY342095,2,0.0
PHY406174,2,0.0
PHY383609,2,0.0
PHY320661,2,0.0
PHY347817,2,0.0
PHY370133,2,0.0
PHY408805,2,0.0
PHY377406,2,0.0
PHY323196,2,0.0
PHY351526,2,0.0
PHY362936,2,0.0
PHY334899,2,0.0
PHY417831,2,0.0
PHY400708,2,0.0
PHY363720,2,0.0
PHY406811,2,0.0
PHY377802,2,0.0
PHY322160,2,0.0
PHY397654,2,0.0
PHY412345,2,0.0
PHY417978,2,0.0
PHY348486,2,0.0
PHY323174,2,0.0
PHY424707,2,0.0
PHY378437,2,0.0
PHY406342,2,0.0
PHY407215,2,0.0
PHY430267,2,0.0
PHY430299,2,0.0
PHY395352,2,0.0
