Physician_ID,Cnt_Fraud_Engagement,Cnt_Fraud_Engagement_Rate
PHY430679,9,0.0
PHY383858,9,0.0
PHY352686,9,0.0
PHY319758,9,0.0
PHY418887,9,0.0
PHY389897,9,0.0
PHY430954,9,0.0
PHY382932,9,0.0
PHY423045,9,0.0
PHY329034,9,0.0
PHY404764,9,0.0
PHY422159,9,0.0
PHY319070,9,0.0
PHY412375,9,0.0
PHY427160,9,0.0
PHY364752,9,0.0
PHY424047,9,0.0
PHY376596,9,0.0
PHY325153,9,0.0
PHY392921,9,0.0
PHY318321,9,0.0
PHY401494,9,0.0
PHY418889,9,0.0
PHY348781,9,0.0
PHY413272,9,0.0
PHY425131,9,0.0
PHY399680,9,0.0
PHY411404,9,0.0
PHY428665,9,0.0
PHY338438,9,0.0
PHY364349,9,0.0
PHY326833,9,0.0
PHY318055,9,0.0
PHY371561,9,0.0
PHY413789,9,0.0
PHY391021,9,0.0
PHY323197,9,0.0
PHY383235,9,0.0
PHY313926,9,0.0
PHY413639,9,0.0
PHY403487,9,0.0
PHY337169,9,0.0
PHY319318,9,0.0
PHY390971,9,0.0
PHY337388,9,0.0
PHY407071,9,0.0
PHY398694,9,0.0
PHY433058,9,0.0
PHY396682,9,0.0
PHY399639,9,0.0
PHY423473,9,0.0
PHY345205,9,0.0
PHY399322,9,0.0
PHY418701,9,0.0
PHY420245,9,0.0
PHY371475,9,0.0
PHY409400,9,0.0
PHY364621,9,0.0
PHY344500,9,0.0
PHY352711,9,0.0
PHY313401,9,0.0
PHY416622,9,0.0
PHY394778,9,0.0
PHY429959,9,0.0
PHY403424,9,0.0
PHY398702,9,0.0
PHY342710,9,0.0
PHY331555,9,0.0
PHY418805,9,0.0
PHY419209,9,0.0
PHY426427,9,0.0
PHY376541,9,0.0
PHY368317,9,0.0
PHY369710,9,0.0
PHY402869,9,0.0
PHY427703,9,0.0
PHY369477,9,0.0
PHY353491,9,0.0
PHY342239,9,0.0
PHY427095,9,0.0
PHY347682,9,0.0
PHY433636,9,0.0
PHY335061,9,0.0
PHY334608,9,0.0
PHY376534,9,0.0
PHY335519,9,0.0
PHY400566,9,0.0
PHY339922,9,0.0
PHY345165,9,0.0
PHY392822,9,0.0
PHY331015,9,0.0
PHY421361,9,0.0
PHY312484,9,0.0
PHY415943,9,0.0
PHY331230,9,0.0
PHY348037,9,0.0
PHY389787,9,0.0
PHY408391,9,0.0
PHY344989,9,0.0
PHY372545,9,0.0
PHY387203,9,0.0
PHY415096,9,0.0
PHY324147,9,0.0
PHY375629,9,0.0
PHY326810,9,0.0
PHY328565,9,0.0
PHY315088,9,0.0
PHY312975,9,0.0
PHY328274,9,0.0
PHY336604,9,0.0
PHY315508,9,0.0
PHY321110,9,0.0
PHY407429,9,0.0
PHY336624,9,0.0
PHY352970,9,0.0
PHY361284,9,0.0
PHY321937,8,0.0
PHY337222,8,0.0
PHY423791,8,0.0
PHY409803,8,0.0
PHY416189,8,0.0
PHY430875,8,0.0
PHY341945,8,0.0
PHY354345,8,0.0
PHY406394,8,0.0
PHY344282,8,0.0
PHY334874,8,0.0
PHY361352,8,0.0
PHY392170,8,0.0
PHY388775,8,0.0
PHY321463,8,0.0
PHY339672,8,0.0
PHY428747,8,0.0
PHY331330,8,0.0
PHY400239,8,0.0
PHY345729,8,0.0
PHY359460,8,0.0
PHY421718,8,0.0
PHY363430,8,0.0
PHY360034,8,0.0
PHY406404,8,0.0
PHY370565,8,0.0
PHY367756,8,0.0
PHY421265,8,0.0
PHY403418,8,0.0
PHY378284,8,0.0
PHY389494,8,0.0
PHY383560,8,0.0
PHY429343,8,0.0
PHY412957,8,0.0
PHY362749,8,0.0
PHY421957,8,0.0
PHY377899,8,0.0
PHY366115,8,0.0
PHY419802,8,0.0
PHY368713,8,0.0
PHY380361,8,0.0
PHY396800,8,0.0
PHY416314,8,0.0
PHY369303,8,0.0
PHY323123,8,0.0
PHY418083,8,0.0
PHY353203,8,0.0
PHY431669,8,0.0
PHY397784,8,0.0
PHY369819,8,0.0
PHY413140,8,0.0
PHY344453,8,0.0
PHY350196,8,0.0
PHY372260,8,0.0
PHY365566,8,0.0
PHY416279,8,0.0
PHY367930,8,0.0
PHY387577,8,0.0
PHY431683,8,0.0
PHY433690,8,0.0
PHY324862,8,0.0
PHY416400,8,0.0
PHY386496,8,0.0
PHY399843,8,0.0
PHY427700,8,0.0
PHY412035,8,0.0
PHY314237,8,0.0
PHY430579,8,0.0
PHY406659,8,0.0
PHY351980,8,0.0
PHY313335,8,0.0
PHY410219,8,0.0
PHY323147,8,0.0
PHY377775,8,0.0
PHY331500,8,0.0
PHY423582,8,0.0
PHY344388,8,0.0
PHY414352,8,0.0
PHY393067,8,0.0
PHY319991,8,0.0
PHY422263,8,0.0
PHY429693,8,0.0
PHY328149,8,0.0
PHY385925,8,0.0
PHY354046,8,0.0
PHY409503,8,0.0
PHY387932,8,0.0
PHY323603,8,0.0
PHY387758,8,0.0
PHY381900,8,0.0
PHY373968,8,0.0
PHY420627,8,0.0
PHY388479,8,0.0
PHY415690,8,0.0
PHY385042,8,0.0
PHY372933,8,0.0
PHY333865,8,0.0
PHY349287,8,0.0
PHY371094,8,0.0
PHY349916,8,0.0
PHY345162,8,0.0
PHY311107,8,0.0
PHY413043,8,0.0
PHY312044,8,0.0
PHY325297,8,0.0
PHY355502,8,0.0
PHY401480,8,0.0
PHY333824,8,0.0
PHY381652,8,0.0
PHY368755,8,0.0
PHY322285,8,0.0
PHY325735,8,0.0
PHY319395,8,0.0
PHY327657,8,0.0
PHY364805,8,0.0
PHY359227,8,0.0
PHY337179,8,0.0
PHY373604,8,0.0
PHY336602,8,0.0
PHY349327,8,0.0
PHY426934,8,0.0
PHY425928,8,0.0
PHY424638,8,0.0
PHY419339,8,0.0
PHY335890,8,0.0
PHY338553,8,0.0
PHY366536,8,0.0
PHY400701,8,0.0
PHY343030,8,0.0
PHY368641,8,0.0
PHY377242,8,0.0
PHY394976,8,0.0
PHY419988,8,0.0
PHY363950,8,0.0
PHY426458,8,0.0
PHY400749,8,0.0
PHY393587,8,0.0
PHY417432,8,0.0
PHY398577,8,0.0
PHY326000,8,0.0
PHY381423,8,0.0
PHY333992,8,0.0
PHY419044,8,0.0
PHY375088,8,0.0
PHY374569,8,0.0
PHY329865,8,0.0
PHY346917,8,0.0
PHY374310,8,0.0
PHY407838,8,0.0
PHY357280,8,0.0
PHY316682,8,0.0
PHY364290,8,0.0
PHY401312,8,0.0
PHY431211,8,0.0
PHY388565,8,0.0
PHY429512,8,0.0
PHY410117,8,0.0
PHY326304,8,0.0
PHY324966,8,0.0
PHY403768,8,0.0
PHY402324,8,0.0
PHY332151,8,0.0
PHY371774,8,0.0
PHY324682,8,0.0
PHY360400,8,0.0
PHY393805,8,0.0
PHY368726,8,0.0
PHY333379,8,0.0
PHY401273,8,0.0
PHY335081,8,0.0
PHY388338,8,0.0
PHY430796,8,0.0
PHY356126,8,0.0
PHY378962,8,0.0
PHY356761,8,0.0
PHY400452,8,0.0
PHY330674,8,0.0
PHY345440,8,0.0
PHY368238,8,0.0
PHY419336,8,0.0
PHY354202,8,0.0
PHY313883,8,0.0
PHY394534,8,0.0
PHY385651,8,0.0
PHY357857,8,0.0
PHY408346,8,0.0
PHY327832,8,0.0
PHY336085,8,0.0
PHY366373,8,0.0
PHY417340,8,0.0
PHY382067,8,0.0
PHY376516,8,0.0
PHY406905,8,0.0
PHY429337,8,0.0
PHY318631,8,0.0
PHY350587,8,0.0
PHY346241,8,0.0
PHY411437,8,0.0
PHY339420,8,0.0
PHY430797,8,0.0
PHY425339,8,0.0
PHY343094,8,0.0
PHY330319,8,0.0
PHY315910,8,0.0
PHY327772,8,0.0
PHY419273,8,0.0
PHY345277,8,0.0
PHY376707,8,0.0
PHY411698,8,0.0
PHY423422,8,0.0
PHY312463,8,0.0
PHY350650,8,0.0
PHY330665,8,0.0
PHY416684,8,0.0
PHY337532,8,0.0
PHY408417,8,0.0
PHY370625,8,0.0
PHY356912,8,0.0
PHY339014,8,0.0
PHY317945,8,0.0
PHY332524,8,0.0
PHY368591,8,0.0
PHY317990,8,0.0
PHY409692,8,0.0
PHY425543,8,0.0
PHY409568,8,0.0
PHY321560,8,0.0
PHY425943,8,0.0
PHY371177,8,0.0
PHY418654,8,0.0
PHY372884,8,0.0
PHY322435,8,0.0
PHY319742,8,0.0
PHY360963,8,0.0
PHY390307,8,0.0
PHY317017,8,0.0
PHY320097,8,0.0
PHY336905,8,0.0
PHY338657,8,0.0
PHY428817,8,0.0
PHY374993,8,0.0
PHY376409,8,0.0
PHY395230,8,0.0
PHY325050,8,0.0
PHY338574,8,0.0
PHY431037,8,0.0
PHY340009,8,0.0
PHY323640,8,0.0
PHY395024,8,0.0
PHY394688,8,0.0
PHY398611,8,0.0
PHY388083,8,0.0
PHY429560,8,0.0
PHY411401,8,0.0
PHY429094,8,0.0
PHY432627,8,0.0
PHY400766,8,0.0
PHY407393,8,0.0
PHY413074,8,0.0
PHY433889,8,0.0
PHY335804,8,0.0
PHY408568,8,0.0
PHY410072,8,0.0
PHY396487,8,0.0
PHY344737,8,0.0
PHY425078,8,0.0
PHY337017,8,0.0
PHY403825,8,0.0
PHY350554,8,0.0
PHY322125,8,0.0
PHY422531,8,0.0
PHY362418,8,0.0
PHY392632,8,0.0
PHY429110,8,0.0
PHY382347,8,0.0
PHY391935,8,0.0
PHY333670,8,0.0
PHY428379,8,0.0
PHY387769,8,0.0
PHY372118,8,0.0
PHY371034,8,0.0
PHY342149,8,0.0
PHY345881,8,0.0
PHY418689,8,0.0
PHY338975,8,0.0
PHY383669,8,0.0
PHY411902,8,0.0
PHY399417,8,0.0
PHY337910,8,0.0
PHY386843,8,0.0
PHY329137,8,0.0
PHY367545,8,0.0
PHY385427,8,0.0
PHY432109,8,0.0
PHY335835,8,0.0
PHY384962,8,0.0
PHY413155,8,0.0
PHY359765,8,0.0
PHY324002,8,0.0
PHY413183,8,0.0
PHY351435,8,0.0
PHY317934,8,0.0
PHY325921,8,0.0
PHY413899,8,0.0
PHY400770,8,0.0
PHY382139,8,0.0
PHY396155,8,0.0
PHY341430,8,0.0
PHY345542,8,0.0
PHY395519,8,0.0
PHY366510,8,0.0
PHY370947,8,0.0
PHY414784,8,0.0
PHY414959,8,0.0
PHY318214,8,0.0
PHY408483,8,0.0
PHY347358,8,0.0
PHY395777,8,0.0
PHY388465,8,0.0
PHY350862,8,0.0
PHY430983,8,0.0
PHY373739,8,0.0
PHY382872,8,0.0
PHY410999,8,0.0
PHY402732,8,0.0
PHY413530,8,0.0
PHY344547,8,0.0
PHY341695,8,0.0
PHY368482,8,0.0
PHY419238,8,0.0
PHY367674,8,0.0
PHY378328,8,0.0
PHY345904,8,0.0
PHY344118,8,0.0
PHY378630,8,0.0
PHY361831,8,0.0
PHY367610,8,0.0
PHY383113,8,0.0
PHY414845,8,0.0
PHY378816,8,0.0
PHY407043,8,0.0
PHY334724,8,0.0
PHY404870,8,0.0
PHY399860,8,0.0
PHY340925,8,0.0
PHY325993,8,0.0
PHY421249,8,0.0
PHY412047,8,0.0
PHY404115,8,0.0
PHY394845,8,0.0
PHY337691,8,0.0
PHY386309,8,0.0
PHY345448,8,0.0
PHY372441,8,0.0
PHY369878,8,0.0
PHY349146,8,0.0
PHY411729,8,0.0
PHY394129,8,0.0
PHY412978,8,0.0
PHY342317,8,0.0
PHY335816,8,0.0
PHY362299,8,0.0
PHY393421,8,0.0
PHY351688,8,0.0
PHY419914,8,0.0
PHY432336,8,0.0
PHY349391,8,0.0
PHY341867,8,0.0
PHY419905,8,0.0
PHY328122,8,0.0
PHY411322,8,0.0
PHY348417,8,0.0
PHY391943,8,0.0
PHY363316,8,0.0
PHY329556,8,0.0
PHY372073,8,0.0
PHY351756,8,0.0
PHY425997,8,0.0
PHY327640,8,0.0
PHY413233,8,0.0
PHY371589,8,0.0
PHY343676,8,0.0
PHY417511,8,0.0
PHY382305,7,0.0
PHY405883,7,0.0
PHY341369,7,0.0
PHY359922,7,0.0
PHY347441,7,0.0
PHY396069,7,0.0
PHY370785,7,0.0
PHY398837,7,0.0
PHY385395,7,0.0
PHY424178,7,0.0
PHY351799,7,0.0
PHY378093,7,0.0
PHY320511,7,0.0
PHY411617,7,0.0
PHY431645,7,0.0
PHY311660,7,0.0
PHY405958,7,0.0
PHY327599,7,0.0
PHY325939,7,0.0
PHY403429,7,0.0
PHY367946,7,0.0
PHY417063,7,0.0
PHY416118,7,0.0
PHY382060,7,0.0
PHY431202,7,0.0
PHY379868,7,0.0
PHY401554,7,0.0
PHY410698,7,0.0
PHY330447,7,0.0
PHY331534,7,0.0
PHY363791,7,0.0
PHY395818,7,0.0
PHY387877,7,0.0
PHY324295,7,0.0
PHY380727,7,0.0
PHY313892,7,0.0
PHY391877,7,0.0
PHY366704,7,0.0
PHY403247,7,0.0
PHY318897,7,0.0
PHY375564,7,0.0
PHY415634,7,0.0
PHY424149,7,0.0
PHY363371,7,0.0
PHY425830,7,0.0
PHY332013,7,0.0
PHY323737,7,0.0
PHY334962,7,0.0
PHY390487,7,0.0
PHY401337,7,0.0
PHY382940,7,0.0
PHY340292,7,0.0
PHY359703,7,0.0
PHY343060,7,0.0
PHY333378,7,0.0
PHY350666,7,0.0
PHY324011,7,0.0
PHY337647,7,0.0
PHY421990,7,0.0
PHY362961,7,0.0
PHY365310,7,0.0
PHY361215,7,0.0
PHY424373,7,0.0
PHY405081,7,0.0
PHY391129,7,0.0
PHY367592,7,0.0
PHY366896,7,0.0
PHY384874,7,0.0
PHY367204,7,0.0
PHY383898,7,0.0
PHY351417,7,0.0
PHY358622,7,0.0
PHY407126,7,0.0
PHY361023,7,0.0
PHY336660,7,0.0
PHY401201,7,0.0
PHY323487,7,0.0
PHY338603,7,0.0
PHY323913,7,0.0
PHY360141,7,0.0
PHY401270,7,0.0
PHY401680,7,0.0
PHY323030,7,0.0
PHY324700,7,0.0
PHY339774,7,0.0
PHY380194,7,0.0
PHY408610,7,0.0
PHY377134,7,0.0
PHY344749,7,0.0
PHY417693,7,0.0
PHY418067,7,0.0
PHY334771,7,0.0
PHY322962,7,0.0
PHY401432,7,0.0
PHY391541,7,0.0
PHY323815,7,0.0
PHY388445,7,0.0
PHY343251,7,0.0
PHY330396,7,0.0
PHY346775,7,0.0
PHY322308,7,0.0
PHY404191,7,0.0
PHY356393,7,0.0
PHY433168,7,0.0
PHY350352,7,0.0
PHY374257,7,0.0
PHY349137,7,0.0
PHY392855,7,0.0
PHY408788,7,0.0
PHY345233,7,0.0
PHY414580,7,0.0
PHY428109,7,0.0
PHY422723,7,0.0
PHY405077,7,0.0
PHY408712,7,0.0
PHY339306,7,0.0
PHY359300,7,0.0
PHY332723,7,0.0
PHY406604,7,0.0
PHY399879,7,0.0
PHY384808,7,0.0
PHY328238,7,0.0
PHY328567,7,0.0
PHY427167,7,0.0
PHY349507,7,0.0
PHY427103,7,0.0
PHY315811,7,0.0
PHY426920,7,0.0
PHY433994,7,0.0
PHY332767,7,0.0
PHY432238,7,0.0
PHY331597,7,0.0
PHY328589,7,0.0
PHY340316,7,0.0
PHY385461,7,0.0
PHY331422,7,0.0
PHY345936,7,0.0
PHY361794,7,0.0
PHY387492,7,0.0
PHY364168,7,0.0
PHY349846,7,0.0
PHY347530,7,0.0
PHY322468,7,0.0
PHY319047,7,0.0
PHY316795,7,0.0
PHY312133,7,0.0
PHY396744,7,0.0
PHY379815,7,0.0
PHY375490,7,0.0
PHY364989,7,0.0
PHY344280,7,0.0
PHY356176,7,0.0
PHY320771,7,0.0
PHY374465,7,0.0
PHY417681,7,0.0
PHY363601,7,0.0
PHY416132,7,0.0
PHY345759,7,0.0
PHY414873,7,0.0
PHY372995,7,0.0
PHY400822,7,0.0
PHY361929,7,0.0
PHY428532,7,0.0
PHY427534,7,0.0
PHY371505,7,0.0
PHY320968,7,0.0
PHY376733,7,0.0
PHY362138,7,0.0
PHY359651,7,0.0
PHY420388,7,0.0
PHY346876,7,0.0
PHY414034,7,0.0
PHY377194,7,0.0
PHY399887,7,0.0
PHY350682,7,0.0
PHY433282,7,0.0
PHY359870,7,0.0
PHY336657,7,0.0
PHY334609,7,0.0
PHY353699,7,0.0
PHY334528,7,0.0
PHY426876,7,0.0
PHY397356,7,0.0
PHY314949,7,0.0
PHY349102,7,0.0
PHY361778,7,0.0
PHY384211,7,0.0
PHY376753,7,0.0
PHY421280,7,0.0
PHY413876,7,0.0
PHY358547,7,0.0
PHY363590,7,0.0
PHY355824,7,0.0
PHY380131,7,0.0
PHY325506,7,0.0
PHY342816,7,0.0
PHY330175,7,0.0
PHY395846,7,0.0
PHY318626,7,0.0
PHY429765,7,0.0
PHY364745,7,0.0
PHY354989,7,0.0
PHY343890,7,0.0
PHY348488,7,0.0
PHY429970,7,0.0
PHY415393,7,0.0
PHY422170,7,0.0
PHY326340,7,0.0
PHY386571,7,0.0
PHY382221,7,0.0
PHY361353,7,0.0
PHY353744,7,0.0
PHY365951,7,0.0
PHY329348,7,0.0
PHY338037,7,0.0
PHY327947,7,0.0
PHY406667,7,0.0
PHY410640,7,0.0
PHY357729,7,0.0
PHY425187,7,0.0
PHY422702,7,0.0
PHY336776,7,0.0
PHY355887,7,0.0
PHY357124,7,0.0
PHY408655,7,0.0
PHY411810,7,0.0
PHY404792,7,0.0
PHY386515,7,0.0
PHY413015,7,0.0
PHY318192,7,0.0
PHY312672,7,0.0
PHY348493,7,0.0
PHY417250,7,0.0
PHY366057,7,0.0
PHY321259,7,0.0
PHY362134,7,0.0
PHY320582,7,0.0
PHY322928,7,0.0
PHY414412,7,0.0
PHY312469,7,0.0
PHY351076,7,0.0
PHY317415,7,0.0
PHY343292,7,0.0
PHY352687,7,0.0
PHY376134,7,0.0
PHY331828,7,0.0
PHY406480,7,0.0
PHY362795,7,0.0
PHY396061,7,0.0
PHY388401,7,0.0
PHY428502,7,0.0
PHY397992,7,0.0
PHY311500,7,0.0
PHY374278,7,0.0
PHY353834,7,0.0
PHY376123,7,0.0
PHY344121,7,0.0
PHY339266,7,0.0
PHY351069,7,0.0
PHY429279,7,0.0
PHY433879,7,0.0
PHY394772,7,0.0
PHY382261,7,0.0
PHY405300,7,0.0
PHY343599,7,0.0
PHY322964,7,0.0
PHY419083,7,0.0
PHY371074,7,0.0
PHY398005,7,0.0
PHY361029,7,0.0
PHY395610,7,0.0
PHY329466,7,0.0
PHY394746,7,0.0
PHY374046,7,0.0
PHY331666,7,0.0
PHY322065,7,0.0
PHY313225,7,0.0
PHY336946,7,0.0
PHY320585,7,0.0
PHY420594,7,0.0
PHY411345,7,0.0
PHY338335,7,0.0
PHY315149,7,0.0
PHY424990,7,0.0
PHY364024,7,0.0
PHY356048,7,0.0
PHY348405,7,0.0
PHY417629,7,0.0
PHY427553,7,0.0
PHY351868,7,0.0
PHY322302,7,0.0
PHY411629,7,0.0
PHY397501,7,0.0
PHY421778,7,0.0
PHY401556,7,0.0
PHY409326,7,0.0
PHY417422,7,0.0
PHY338272,7,0.0
PHY431953,7,0.0
PHY362292,7,0.0
PHY335572,7,0.0
PHY365825,7,0.0
PHY354657,7,0.0
PHY416795,7,0.0
PHY331798,7,0.0
PHY431686,7,0.0
PHY390751,7,0.0
PHY360397,7,0.0
PHY433027,7,0.0
PHY363778,7,0.0
PHY384846,7,0.0
PHY343893,7,0.0
PHY363600,7,0.0
PHY414223,7,0.0
PHY341210,7,0.0
PHY412171,7,0.0
PHY363084,7,0.0
PHY324153,7,0.0
PHY325827,7,0.0
PHY390629,7,0.0
PHY343474,7,0.0
PHY382846,7,0.0
PHY354086,7,0.0
PHY430343,7,0.0
PHY419275,7,0.0
PHY322030,7,0.0
PHY361266,7,0.0
PHY402065,7,0.0
PHY430666,7,0.0
PHY340912,7,0.0
PHY347094,7,0.0
PHY388827,7,0.0
PHY417161,7,0.0
PHY355109,7,0.0
PHY410422,7,0.0
PHY360599,7,0.0
PHY423369,7,0.0
PHY431658,7,0.0
PHY349658,7,0.0
PHY368093,7,0.0
PHY417018,7,0.0
PHY364516,7,0.0
PHY333321,7,0.0
PHY361853,7,0.0
PHY342503,7,0.0
PHY363593,7,0.0
PHY391934,7,0.0
PHY322908,7,0.0
PHY382840,7,0.0
PHY414813,7,0.0
PHY413475,7,0.0
PHY378264,7,0.0
PHY353588,7,0.0
PHY328281,7,0.0
PHY428727,7,0.0
PHY395761,7,0.0
PHY316033,7,0.0
PHY317101,7,0.0
PHY396741,7,0.0
PHY334397,7,0.0
PHY360106,7,0.0
PHY379155,7,0.0
PHY415207,7,0.0
PHY404823,7,0.0
PHY363514,7,0.0
PHY325485,7,0.0
PHY331693,7,0.0
PHY386778,7,0.0
PHY418704,7,0.0
PHY411596,7,0.0
PHY357190,7,0.0
PHY426319,7,0.0
PHY332579,7,0.0
PHY350458,7,0.0
PHY313407,7,0.0
PHY401025,7,0.0
PHY430601,7,0.0
PHY322137,7,0.0
PHY385626,7,0.0
PHY341260,7,0.0
PHY353721,7,0.0
PHY375753,7,0.0
PHY322679,7,0.0
PHY381624,7,0.0
PHY333353,7,0.0
PHY328834,7,0.0
PHY346180,7,0.0
PHY384465,7,0.0
PHY422693,7,0.0
PHY367033,7,0.0
PHY357008,7,0.0
PHY363318,7,0.0
PHY323002,7,0.0
PHY368507,7,0.0
PHY365882,7,0.0
PHY362831,7,0.0
PHY332193,7,0.0
PHY361802,7,0.0
PHY366956,7,0.0
PHY412609,7,0.0
PHY369034,7,0.0
PHY424045,7,0.0
PHY358975,7,0.0
PHY329014,7,0.0
PHY389890,7,0.0
PHY351581,7,0.0
PHY416902,7,0.0
PHY382303,7,0.0
PHY332123,7,0.0
PHY370286,7,0.0
PHY409646,7,0.0
PHY323717,7,0.0
PHY357499,7,0.0
PHY418501,7,0.0
PHY355356,7,0.0
PHY390271,7,0.0
PHY325615,7,0.0
PHY429348,7,0.0
PHY332413,7,0.0
PHY338157,7,0.0
PHY340977,7,0.0
PHY366517,7,0.0
PHY332790,7,0.0
PHY318558,7,0.0
PHY382147,7,0.0
PHY394390,7,0.0
PHY432542,7,0.0
PHY359646,7,0.0
PHY424120,7,0.0
PHY414100,7,0.0
PHY389613,7,0.0
PHY333006,7,0.0
PHY389106,7,0.0
PHY321678,7,0.0
PHY326242,7,0.0
PHY418631,7,0.0
PHY416686,7,0.0
PHY324407,7,0.0
PHY340900,7,0.0
PHY418184,7,0.0
PHY402154,7,0.0
PHY373425,7,0.0
PHY380122,7,0.0
PHY405715,7,0.0
PHY380655,7,0.0
PHY368899,7,0.0
PHY408372,7,0.0
PHY319079,7,0.0
PHY409996,7,0.0
PHY390399,7,0.0
PHY371371,7,0.0
PHY317221,7,0.0
PHY378973,7,0.0
PHY322363,7,0.0
PHY315638,7,0.0
PHY315012,7,0.0
PHY431684,7,0.0
PHY420017,7,0.0
PHY381849,7,0.0
PHY365794,7,0.0
PHY392868,7,0.0
PHY365003,7,0.0
PHY358145,7,0.0
PHY331753,7,0.0
PHY404654,7,0.0
PHY376450,7,0.0
PHY387212,7,0.0
PHY361136,7,0.0
PHY397174,7,0.0
PHY400887,7,0.0
PHY323415,7,0.0
PHY393396,7,0.0
PHY415928,7,0.0
PHY360542,7,0.0
PHY409845,7,0.0
PHY319061,7,0.0
PHY415841,7,0.0
PHY375903,7,0.0
PHY408026,7,0.0
PHY377819,7,0.0
PHY351267,7,0.0
PHY355631,7,0.0
PHY313088,7,0.0
PHY391394,7,0.0
PHY344245,7,0.0
PHY372872,7,0.0
PHY342273,7,0.0
PHY381934,7,0.0
PHY329814,7,0.0
PHY391931,7,0.0
PHY326522,7,0.0
PHY412616,7,0.0
PHY395597,7,0.0
PHY333584,7,0.0
PHY406034,7,0.0
PHY361877,7,0.0
PHY351762,7,0.0
PHY429508,7,0.0
PHY426577,6,0.0
PHY353207,6,0.0
PHY385335,6,0.0
PHY422208,6,0.0
PHY362680,6,0.0
PHY377419,6,0.0
PHY382284,6,0.0
PHY317466,6,0.0
PHY401872,6,0.0
PHY390624,6,0.0
PHY393320,6,0.0
PHY413949,6,0.0
PHY313534,6,0.0
PHY430715,6,0.0
PHY376526,6,0.0
PHY314395,6,0.0
PHY429239,6,0.0
PHY321523,6,0.0
PHY378414,6,0.0
PHY421644,6,0.0
PHY389175,6,0.0
PHY384566,6,0.0
PHY363188,6,0.0
PHY411124,6,0.0
PHY342762,6,0.0
PHY392017,6,0.0
PHY337987,6,0.0
PHY422387,6,0.0
PHY329360,6,0.0
PHY397138,6,0.0
PHY371538,6,0.0
PHY380045,6,0.0
PHY388391,6,0.0
PHY400693,6,0.0
PHY390528,6,0.0
PHY397830,6,0.0
PHY412409,6,0.0
PHY398520,6,0.0
PHY345257,6,0.0
PHY320764,6,0.0
PHY336029,6,0.0
PHY430276,6,0.0
PHY331305,6,0.0
PHY414066,6,0.0
PHY416311,6,0.0
PHY357164,6,0.0
PHY425388,6,0.0
PHY401833,6,0.0
PHY364626,6,0.0
PHY396360,6,0.0
PHY325387,6,0.0
PHY330267,6,0.0
PHY324664,6,0.0
PHY369689,6,0.0
PHY428750,6,0.0
PHY401009,6,0.0
PHY395500,6,0.0
PHY327156,6,0.0
PHY334254,6,0.0
PHY349936,6,0.0
PHY317409,6,0.0
PHY344561,6,0.0
PHY369056,6,0.0
PHY343239,6,0.0
PHY330517,6,0.0
PHY398271,6,0.0
PHY399244,6,0.0
PHY415454,6,0.0
PHY312167,6,0.0
PHY382776,6,0.0
PHY315534,6,0.0
PHY422846,6,0.0
PHY426843,6,0.0
PHY424463,6,0.0
PHY403381,6,0.0
PHY343555,6,0.0
PHY333388,6,0.0
PHY406631,6,0.0
PHY334692,6,0.0
PHY412111,6,0.0
PHY324970,6,0.0
PHY365826,6,0.0
PHY425464,6,0.0
PHY311051,6,0.0
PHY331481,6,0.0
PHY384503,6,0.0
PHY343463,6,0.0
PHY405279,6,0.0
PHY348052,6,0.0
PHY411152,6,0.0
PHY342605,6,0.0
PHY333764,6,0.0
PHY366344,6,0.0
PHY389076,6,0.0
PHY380058,6,0.0
PHY407257,6,0.0
PHY385107,6,0.0
PHY406096,6,0.0
PHY417565,6,0.0
PHY398310,6,0.0
PHY341778,6,0.0
PHY369682,6,0.0
PHY423676,6,0.0
PHY357595,6,0.0
PHY345684,6,0.0
PHY330446,6,0.0
PHY319412,6,0.0
PHY341889,6,0.0
PHY384755,6,0.0
PHY367118,6,0.0
PHY396679,6,0.0
PHY345363,6,0.0
PHY408418,6,0.0
PHY424035,6,0.0
PHY404282,6,0.0
PHY386877,6,0.0
PHY422287,6,0.0
PHY413874,6,0.0
PHY410387,6,0.0
PHY343766,6,0.0
PHY379206,6,0.0
PHY425322,6,0.0
PHY315514,6,0.0
PHY357830,6,0.0
PHY386625,6,0.0
PHY367189,6,0.0
PHY427955,6,0.0
PHY334735,6,0.0
PHY419885,6,0.0
PHY340789,6,0.0
PHY361675,6,0.0
PHY396844,6,0.0
PHY347790,6,0.0
PHY355159,6,0.0
PHY356079,6,0.0
PHY408330,6,0.0
PHY320703,6,0.0
PHY370425,6,0.0
PHY372135,6,0.0
PHY431393,6,0.0
PHY367100,6,0.0
PHY351631,6,0.0
PHY423311,6,0.0
PHY313095,6,0.0
PHY359447,6,0.0
PHY429103,6,0.0
PHY431486,6,0.0
PHY382808,6,0.0
PHY407635,6,0.0
PHY415315,6,0.0
PHY393553,6,0.0
PHY315536,6,0.0
PHY383731,6,0.0
PHY355414,6,0.0
PHY344324,6,0.0
PHY385437,6,0.0
PHY325901,6,0.0
PHY407758,6,0.0
PHY364472,6,0.0
PHY321514,6,0.0
PHY391453,6,0.0
PHY329582,6,0.0
PHY415589,6,0.0
PHY382321,6,0.0
PHY368745,6,0.0
PHY338747,6,0.0
